"Distribuicao","AreaBasal","Profundidade","Exposicao","Area"
1,133.900949842415,0,1,5
1,140.536175173774,1,1,4
1,135.279711541751,1,1,5
1,139.99807675642,1,1,4
1,146.71311960003,1,1,2
1,137.482373565329,0,1,1
1,143.583416604694,0,1,3
1,136.251657079582,1,1,1
1,137.607358947748,1,1,2
1,142.193608752933,1,0,4
1,136.604438647711,1,1,5
1,131.485175824273,1,0,1
1,146.325842176067,0,1,5
1,141.801786189399,1,1,5
1,137.0818027972,0,1,5
1,130.029606063347,0,1,2
1,149.511048856997,1,1,3
1,156.951854106358,1,0,1
1,141.037402036777,0,1,5
1,144.249033237556,0,1,3
1,146.122801560371,1,0,2
1,136.490977832307,1,1,2
1,138.244018852217,1,1,1
1,131.364394816774,1,1,5
1,136.317108838641,0,1,2
1,143.112048914431,1,1,5
1,138.546420053796,1,1,5
1,138.928942329085,1,1,4
1,139.437202242487,1,1,2
1,130.681665087522,0,1,2
1,144.188149671158,1,1,2
1,132.782535555323,1,1,4
1,138.957149187922,0,1,4
1,137.807182689706,1,1,3
1,138.907030915719,1,1,3
1,147.299829723679,1,1,2
1,137.089700410423,0,1,4
1,136.084512021441,1,1,2
1,132.401730025281,1,1,5
1,135.971509591944,0,1,5
1,134.169076463161,1,1,5
1,142.039730981241,1,1,4
1,135.684978769961,1,0,2
1,141.520210175141,0,1,1
1,139.26786256076,0,1,3
1,132.832189100446,1,1,2
1,136.046961071387,1,1,2
1,144.425562275288,1,1,1
1,144.515380429773,1,1,5
1,150.027866371503,1,1,5
1,139.982098458001,0,1,1
1,132.520865930089,1,1,5
1,136.157914864924,1,1,5
1,142.042442524201,0,1,4
1,149.500681674474,1,1,3
1,140.550045617199,1,0,4
1,145.701934125642,0,0,2
1,143.840406523461,0,1,2
1,134.159541889413,0,1,4
1,139.144436738676,0,1,4
1,146.526307681738,1,1,3
1,144.38048054798,0,1,3
1,142.318980707839,0,1,4
1,142.385571226884,0,1,3
1,137.542973498953,1,0,5
1,133.403073433279,0,1,5
1,146.477128954157,1,1,2
1,132.898902541665,1,1,5
1,135.305520401471,0,1,1
1,143.144824962599,1,1,3
1,133.689027253052,1,1,3
1,137.240647933636,0,1,5
1,134.086002466088,1,1,5
1,143.103317788645,0,1,5
